OTU	X14_10N_H_N_1	X14_10S_H_C_1	X14_15N_H_N_0	X14_15S_H_C_0	X14_16N_H_N_1	X14_16S_H_C_1	X14_18N_H_N_0	X14_18S_H_C_0	X14_1N_H_N_1	X14_1S_H_C_1	X14_20N_H_N_1	X14_20S_H_C_1	X14_21N_H_N_2	X14_21S_H_C_2	X14_22N_H_N_2	X14_22S_H_C_2	X14_2N_H_N_0	X14_2S_H_C_0	X14_4N_H_N_2	X14_4S_H_C_2	X14_5N_H_N_0	X14_5S_H_C_0	X14_7N_H_N_2	X14_7S_H_C_2
X16S_4080	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
X16S_4081	0	1	0	0	2	0	6	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	2
X16S_4082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
X16S_4083	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_4084	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_4085	1	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	0	1	0	1
X16S_4086	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	30	0	2	0
X16S_4087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_4088	0	0	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
X16S_4089	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_4091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4
X16S_4092	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
X16S_4093	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
X16S_4095	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4096	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0
X16S_4097	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	3	0	0
X16S_4098	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4099	1	2	1	0	1	5	3	4	2	2	2	0	0	2	1	0	3	3	2	0	3	2	5	0
X16S_4100	1	0	0	0	0	2	0	2	0	0	0	0	0	0	3	3	0	3	1	0	0	2	2	0
X16S_4101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
X16S_4102	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	4	0	1	1	0
X16S_4104	2	7	7	5	11	8	7	8	8	5	7	5	3	4	1	1	27	6	4	1	7	3	4	8
X16S_4105	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	0
X16S_4107	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4108	0	0	0	13	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4109	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_4110	1	0	0	0	1	2	0	0	0	0	1	1	4	4	0	3	0	1	1	2	0	1	0	1
X16S_4111	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4112	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0
X16S_4113	0	0	0	0	0	0	0	0	0	1	0	0	1	3	0	1	0	0	0	0	0	0	0	0
X16S_4114	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
X16S_4115	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_4116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0
X16S_4117	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
X16S_4118	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
X16S_4120	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_4121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
X16S_4122	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0
X16S_4123	0	6	1	1	1	0	2	0	5	3	1	0	0	0	0	0	3	0	1	0	0	0	0	0
X16S_4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	0
X16S_4125	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
X16S_4126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0
X16S_4127	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
X16S_4129	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0
X16S_4130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
X16S_4131	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
X16S_4132	1	2	1	0	0	1	3	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	1
X16S_4133	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_4134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	1
X16S_4135	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0
X16S_4136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
X16S_4137	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4138	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
X16S_4139	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0
X16S_4140	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	3	0	0	0	0	0
X16S_4141	0	0	1	3	1	2	0	3	5	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0
X16S_4142	0	0	2	6	2	1	4	3	2	4	2	2	2	2	1	0	0	1	1	3	3	1	1	4
X16S_4143	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0
X16S_4144	0	2	0	0	0	0	3	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
X16S_4146	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
X16S_4147	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0
X16S_4148	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
X16S_4149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_4150	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4151	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
X16S_4153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
X16S_4154	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	0	0	0	4	0
X16S_4155	0	1	0	3	2	1	10	0	19	2	3	0	1	0	127	0	3	0	1	0	2	2	1	0
X16S_4156	2	4	5	8	0	0	1	0	2	1	0	0	0	0	0	0	0	0	2	1	1	0	0	0
X16S_4157	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
X16S_4158	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	9	1	1	0	1	0	0	0
X16S_4159	0	0	0	4	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
X16S_4161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0
X16S_4162	5	1	4	10	1	11	5	4	1	4	12	5	1	4	1	3	2	7	3	5	4	3	1	23
X16S_4163	5	10	5	3	2	2	3	1	16	9	13	1	2	0	0	1	35	2	3	0	5	0	12	0
X16S_4164	0	0	0	1	0	0	0	7	1	0	0	2	0	0	1	0	0	3	0	0	0	3	1	0
X16S_4165	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0
X16S_4166	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
X16S_4167	0	2	0	0	2	0	1	1	0	1	1	1	0	0	3	0	0	1	0	1	0	0	0	2
X16S_4168	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
X16S_4169	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
X16S_4171	0	9	0	0	2	0	44	1	16	4	1	26	15	3	0	1	4	1	0	1	1	1	0	1
X16S_4172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_4173	2	0	0	0	0	1	1	1	1	2	1	0	1	0	0	0	1	0	0	0	3	0	0	0
X16S_4174	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	7	0	0	0	0	0	0
X16S_4175	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0
X16S_4176	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
X16S_4177	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	1	0	0	0	0
X16S_4178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
X16S_4180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
X16S_4181	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0
X16S_4182	0	1	0	0	0	4	1	0	1	0	0	1	0	0	1	0	2	0	0	0	2	0	0	0
X16S_4183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
X16S_4184	1	0	0	0	0	3	0	3	0	0	0	0	0	3	1	1	0	3	1	2	0	3	1	0
X16S_4185	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	1
X16S_4186	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	3	0	1	3	1	0	1	0	0
X16S_4187	0	0	0	1	0	1	2	0	1	1	0	1	0	0	0	0	0	2	0	3	1	0	0	0
X16S_4188	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	6	0	0	0	1	1	0	0	3
X16S_4189	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
X16S_4190	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	1	0
X16S_4193	2	9	1	3	1	0	4	0	15	1	2	0	1	0	2	0	13	13	0	0	2	0	1	0
X16S_4195	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0
X16S_4196	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1
X16S_4197	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	1	0	1
X16S_4200	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	2	2	1	1
X16S_4201	0	0	2	0	3	0	0	0	0	2	2	0	0	1	0	0	0	2	0	0	2	1	0	0
X16S_4202	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0
X16S_4203	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	2	0	1	0
X16S_4204	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0
X16S_4205	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4206	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	3	1
X16S_4208	0	1	0	0	0	0	0	1	0	0	0	1	0	0	2	0	0	9	0	0	0	0	0	0
X16S_4209	1	0	1	1	0	0	0	1	0	0	2	2	4	1	5	6	0	0	0	0	0	0	2	3
X16S_4210	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	1	1	1
X16S_4211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_4212	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4213	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
X16S_4214	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0
X16S_4215	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0
X16S_4216	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4217	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0
X16S_4218	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4219	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0
X16S_4220	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
X16S_4221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
X16S_4222	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	1
X16S_4223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0
X16S_4224	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0
X16S_4225	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_4226	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
X16S_4227	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	0	0
X16S_4228	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
X16S_4229	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4230	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	4
X16S_4231	1	0	0	0	0	2	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2
X16S_4232	0	2	0	0	1	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	1
X16S_4233	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4234	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
X16S_4235	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
X16S_4238	1	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	0	4	0	0	0	0	0
X16S_4239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
X16S_4240	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	8	0	2	0	2	0
X16S_4241	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4242	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
X16S_4243	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	0	0	0	0	0	0
X16S_4244	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0
X16S_4245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
X16S_4246	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0
X16S_4247	40	28	69	47	55	56	12	61	75	28	92	41	17	24	14	5	134	71	54	43	53	32	27	15
X16S_4248	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0
X16S_4249	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
X16S_4250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	0	2
X16S_4251	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4252	1	1	0	1	0	4	0	6	2	0	0	1	1	0	0	0	0	0	0	5	0	0	0	1
X16S_4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_4254	2	0	0	0	2	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
X16S_4255	0	1	0	0	0	0	1	0	0	0	4	0	1	0	1	0	0	3	2	3	0	0	0	0
X16S_4256	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
X16S_4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
X16S_4259	0	0	0	0	0	0	0	3	0	0	0	1	0	3	0	0	2	0	0	2	1	0	0	0
X16S_4260	0	0	0	0	1	0	0	8	20	0	0	0	2	0	0	0	0	5	3	6	2	0	0	0
X16S_4262	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0
X16S_4263	5	12	16	11	2	2	23	10	1	0	2	8	1	10	17	3	6	16	9	4	1	1	4	25
X16S_4264	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0
X16S_4265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_4266	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0
X16S_4267	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
X16S_4268	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0
X16S_4269	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
X16S_4270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
X16S_4271	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1
X16S_4272	0	1	0	0	0	0	0	0	1	0	0	0	0	4	0	1	0	0	0	2	0	0	0	1
X16S_4273	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	3	2	0	0	0	0
X16S_4274	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
X16S_4275	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	1	0	0	1
X16S_4276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_4277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
X16S_4278	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4279	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	2	0
X16S_4280	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
X16S_4281	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_4282	2	1	0	0	2	4	0	3	1	2	2	2	1	0	2	0	8	0	0	3	1	1	11	1
X16S_4283	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_4285	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0
X16S_4287	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	1	0	2	1
X16S_4288	0	0	0	0	0	0	1	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	0
X16S_4289	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	6	0	1	0	0
X16S_4290	25	1	1	0	0	142	1	19	6	23	1	8	4	23	0	3	0	10	15	28	3	9	0	1
X16S_4291	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	1	3	0	0	0	1	1	0
X16S_4292	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	0	1	0	0	0
X16S_4293	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
X16S_4294	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
X16S_4295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_4296	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
X16S_4297	0	0	0	0	0	1	0	2	0	0	0	1	0	2	0	0	1	0	3	0	0	0	1	0
X16S_4298	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1
X16S_4299	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	0
X16S_4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0
X16S_4301	2	15	0	1	5	1	0	1	2	5	1	0	4	6	1	5	0	3	1	8	1	2	1	4
X16S_4302	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4303	0	1	0	0	1	0	0	1	1	0	1	2	1	1	0	0	0	0	1	0	0	0	1	0
X16S_4304	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	1	0	2	2	1	3	4	2	1
X16S_4305	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0
X16S_4306	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	27	0	0	0	0	0	0	0	1
X16S_4307	0	3	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
X16S_4308	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	3	2	1
X16S_4309	0	1	0	0	1	0	0	0	0	0	0	5	1	2	0	2	0	0	0	0	0	0	0	0
X16S_4310	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0
X16S_4311	1	1	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	3	2	5	0
X16S_4312	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0	0	1	0
X16S_4313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
X16S_4314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_4315	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	3	1	2	0	1	0	1	0
X16S_4316	0	0	0	2	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0
X16S_4317	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4318	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
X16S_4320	0	1	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
X16S_4324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0
X16S_4325	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
X16S_4326	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	1	0	3	2
X16S_4327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
X16S_4328	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4329	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	2	2	0	0
X16S_4330	0	0	0	0	2	0	0	2	1	0	0	1	1	0	0	0	0	0	0	2	1	0	2	0
X16S_4331	1	2	0	2	0	3	0	0	4	2	0	1	1	1	0	1	0	0	0	1	1	3	1	0
X16S_4332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
X16S_4333	0	1	0	2	1	3	3	2	0	0	0	1	3	0	1	0	0	0	0	0	1	0	1	0
X16S_4334	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0
X16S_4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
X16S_4336	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
X16S_4337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
X16S_4338	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0
X16S_4339	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
X16S_4340	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
X16S_4341	0	0	4	4	0	1	0	2	4	0	2	1	1	1	1	2	1	9	2	2	1	1	1	0
X16S_4342	1	1	0	0	0	1	0	2	0	0	1	0	0	2	1	1	1	0	1	2	1	1	0	0
X16S_4343	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	1	1	1	0	0
X16S_4344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
X16S_4346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
X16S_4347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
X16S_4348	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6
X16S_4349	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0
X16S_4350	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	2	1
X16S_4351	0	0	0	0	0	0	0	0	0	0	0	2	0	0	164	0	0	0	0	14	0	0	1	1
X16S_4353	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	1
X16S_4354	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
X16S_4355	0	0	0	0	0	0	0	2	0	1	0	2	0	2	0	0	0	1	0	1	1	0	0	0
